Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;Unnamed: 15;Unnamed: 16;year
2004-03-12;14.00.00;2,7;1287.0;169.0;12,8;1078.0;163.0;949.0;123.0;1660.0;1061.0;16,3;35,7;0,6560;;;2004
2004-03-12;15.00.00;2,9;1353.0;185.0;14,2;1122.0;190.0;922.0;126.0;1740.0;1139.0;15,8;37,0;0,6610;;;2004
2004-03-12;16.00.00;2,8;1309.0;165.0;12,7;1073.0;178.0;954.0;120.0;1657.0;1112.0;15,9;37,2;0,6657;;;2004
2004-03-12;17.00.00;2,4;1274.0;133.0;11,7;1041.0;150.0;1006.0;119.0;1610.0;994.0;16,9;34,3;0,6549;;;2004
2004-03-12;18.00.00;3,9;1510.0;233.0;19,3;1277.0;206.0;812.0;149.0;1910.0;1410.0;15,1;39,6;0,6766;;;2004
2004-03-12;19.00.00;3,7;1525.0;242.0;18,2;1246.0;202.0;821.0;145.0;1847.0;1448.0;14,4;43,4;0,7084;;;2004
2004-03-12;20.00.00;6,6;1843.0;488.0;32,6;1610.0;340.0;624.0;170.0;2390.0;1887.0;12,9;50,5;0,7478;;;2004
2004-03-12;21.00.00;4,4;1598.0;333.0;20,1;1299.0;274.0;752.0;149.0;1941.0;1627.0;12,1;53,3;0,7536;;;2004
2004-03-12;22.00.00;3,5;1484.0;215.0;14,3;1127.0;253.0;839.0;139.0;1723.0;1491.0;11,0;59,1;0,7740;;;2004
2004-03-12;23.00.00;5,4;1677.0;367.0;21,8;1346.0;300.0;741.0;134.0;2062.0;1657.0;9,7;64,6;0,7771;;;2004
2004-03-13;00.00.00;2,7;1280.0;122.0;9,6;964.0;193.0;963.0;113.0;1544.0;1285.0;9,5;64,1;0,7597;;;2004
2004-03-13;01.00.00;1,9;1196.0;67.0;7,4;873.0;139.0;1071.0;97.0;1463.0;1144.0;9,1;63,9;0,7423;;;2004
2004-03-13;02.00.00;1,6;1184.0;43.0;5,4;782.0;83.0;1176.0;82.0;1365.0;1043.0;8,8;63,9;0,7256;;;2004
2004-03-13;03.00.00;1,7;1172.0;46.0;5,4;783.0;-200.0;1179.0;-200.0;1380.0;996.0;7,8;67,5;0,7173;;;2004
2004-03-13;04.00.00;-200;1147.0;56.0;6,2;821.0;109.0;1132.0;83.0;1412.0;992.0;7,0;71,1;0,7158;;;2004
2004-03-13;05.00.00;1;978.0;30.0;2,6;625.0;62.0;1420.0;65.0;1274.0;819.0;8,3;63,6;0,6982;;;2004
2004-03-13;06.00.00;1,2;1100.0;27.0;2,9;646.0;53.0;1406.0;60.0;1268.0;835.0;7,2;67,5;0,6887;;;2004
2004-03-13;07.00.00;1,5;1112.0;47.0;5,1;770.0;139.0;1228.0;77.0;1409.0;940.0;6,3;71,9;0,6932;;;2004
2004-03-13;08.00.00;2,7;1336.0;132.0;11,8;1043.0;256.0;935.0;96.0;1678.0;1192.0;6,5;71,6;0,6945;;;2004
2004-03-13;09.00.00;3,7;1408.0;239.0;15,1;1153.0;295.0;830.0;119.0;1777.0;1411.0;9,6;59,7;0,7124;;;2004
2004-03-13;10.00.00;3,2;1447.0;160.0;12,9;1081.0;250.0;869.0;126.0;1667.0;1465.0;12,4;51,2;0,7335;;;2004
2004-03-13;11.00.00;4,1;1542.0;283.0;16,1;1184.0;296.0;808.0;158.0;1780.0;1583.0;15,6;42,2;0,7451;;;2004
2004-03-13;12.00.00;3,6;1451.0;210.0;14,0;1117.0;239.0;875.0;161.0;1679.0;1387.0;18,4;33,8;0,7090;;;2004
2004-03-13;13.00.00;2,8;1328.0;154.0;12,3;1059.0;153.0;987.0;124.0;1600.0;1101.0;19,4;31,3;0,6950;;;2004
2004-03-13;14.00.00;2;1207.0;112.0;8,6;924.0;118.0;1088.0;102.0;1488.0;850.0;18,0;34,8;0,7127;;;2004
2004-03-13;15.00.00;2;1240.0;108.0;9,2;947.0;119.0;1049.0;116.0;1532.0;947.0;18,4;33,6;0,7042;;;2004
2004-03-13;16.00.00;2,5;1306.0;111.0;10,2;987.0;138.0;1004.0;124.0;1554.0;1078.0;17,6;35,1;0,7012;;;2004
2004-03-13;17.00.00;2,3;1326.0;97.0;10,6;1000.0;148.0;976.0;125.0;1602.0;1084.0;16,7;37,8;0,7117;;;2004
2004-03-13;18.00.00;3,2;1473.0;191.0;15,5;1163.0;227.0;831.0;148.0;1779.0;1395.0;16,1;41,0;0,7451;;;2004
2004-03-13;19.00.00;4,2;1609.0;258.0;19,6;1286.0;277.0;758.0;165.0;1922.0;1612.0;15,8;42,4;0,7569;;;2004
2004-03-13;20.00.00;4,2;1611.0;284.0;19,2;1274.0;279.0;754.0;161.0;1915.0;1697.0;15,7;44,1;0,7786;;;2004
2004-03-13;21.00.00;4,2;1621.0;269.0;18,3;1247.0;283.0;762.0;159.0;1860.0;1886.0;15,3;46,8;0,8091;;;2004
2004-03-13;22.00.00;3,1;1444.0;180.0;13,1;1089.0;214.0;844.0;143.0;1748.0;1624.0;14,6;48,6;0,8060;;;2004
2004-03-13;23.00.00;2,6;1418.0;116.0;10,9;1010.0;172.0;892.0;130.0;1603.0;1536.0;14,7;49,3;0,8193;;;2004
2004-03-14;00.00.00;2,9;1534.0;93.0;11,0;1013.0;190.0;889.0;129.0;1611.0;1535.0;13,9;53,6;0,8498;;;2004
2004-03-14;01.00.00;2,8;1484.0;131.0;11,9;1045.0;174.0;880.0;119.0;1624.0;1530.0;14,6;51,5;0,8536;;;2004
2004-03-14;02.00.00;2,5;1367.0;92.0;8,6;925.0;128.0;953.0;104.0;1543.0;1337.0;12,5;58,9;0,8537;;;2004
2004-03-14;03.00.00;2,4;1344.0;132.0;9,7;968.0;-200.0;921.0;-200.0;1620.0;1278.0;11,6;63,4;0,8674;;;2004
2004-03-14;04.00.00;-200;1130.0;56.0;5,2;773.0;70.0;1130.0;82.0;1452.0;1051.0;12,1;61,1;0,8603;;;2004
2004-03-14;05.00.00;1,2;1062.0;32.0;3,7;691.0;53.0;1272.0;70.0;1377.0;929.0;11,5;63,1;0,8533;;;2004
2004-03-14;06.00.00;1;1076.0;29.0;2,5;618.0;44.0;1395.0;63.0;1333.0;872.0;11,6;62,2;0,8473;;;2004
2004-03-14;07.00.00;0,9;1028.0;27.0;2,4;615.0;74.0;1384.0;67.0;1340.0;853.0;10,4;67,6;0,8530;;;2004
2004-03-14;08.00.00;1,4;1155.0;36.0;4,2;722.0;101.0;1225.0;84.0;1414.0;959.0;11,6;62,7;0,8530;;;2004
2004-03-14;09.00.00;1,6;1235.0;57.0;6,4;828.0;118.0;1055.0;83.0;1527.0;1093.0;12,4;60,0;0,8627;;;2004
2004-03-14;10.00.00;2,2;1332.0;129.0;8,6;923.0;144.0;952.0;98.0;1614.0;1225.0;14,5;53,1;0,8728;;;2004
2004-03-14;11.00.00;2,8;1445.0;148.0;10,9;1009.0;176.0;878.0;114.0;1696.0;1355.0;16,9;46,1;0,8789;;;2004
2004-03-14;12.00.00;2,8;1416.0;145.0;10,7;1002.0;161.0;907.0;119.0;1677.0;1262.0;19,3;38,3;0,8474;;;2004
2004-03-14;13.00.00;2;1281.0;93.0;7,5;880.0;113.0;1084.0;104.0;1525.0;980.0;21,2;31,4;0,7812;;;2004
2004-03-14;14.00.00;1,8;1207.0;84.0;7,5;879.0;103.0;1104.0;102.0;1490.0;872.0;21,4;30,2;0,7616;;;2004
2004-03-14;15.00.00;1,9;1258.0;99.0;8,2;906.0;112.0;1081.0;107.0;1511.0;900.0;21,9;29,0;0,7525;;;2004
2004-03-14;16.00.00;3;1458.0;150.0;11,9;1045.0;170.0;974.0;129.0;1646.0;1099.0;22,2;28,4;0,7516;;;2004
2004-03-14;17.00.00;2,9;1438.0;156.0;12,0;1051.0;180.0;943.0;128.0;1668.0;1206.0;21,3;30,8;0,7696;;;2004
2004-03-14;18.00.00;2,5;1478.0;122.0;12,2;1055.0;160.0;929.0;121.0;1671.0;1262.0;19,7;36,7;0,8307;;;2004
2004-03-14;19.00.00;4,6;1808.0;262.0;20,6;1312.0;261.0;753.0;157.0;1993.0;1698.0;18,4;41,7;0,8732;;;2004
2004-03-14;20.00.00;5,9;1898.0;341.0;23,1;1381.0;325.0;681.0;173.0;2103.0;1905.0;17,6;46,1;0,9210;;;2004
2004-03-14;21.00.00;3,4;1560.0;214.0;14,7;1140.0;217.0;784.0;146.0;1818.0;1648.0;16,7;49,6;0,9320;;;2004
2004-03-14;22.00.00;2,1;1324.0;100.0;9,0;940.0;146.0;924.0;121.0;1587.0;1423.0;16,3;51,0;0,9341;;;2004
2004-03-14;23.00.00;2,2;1349.0;79.0;8,8;933.0;152.0;933.0;119.0;1617.0;1349.0;14,7;55,9;0,9314;;;2004
2004-03-15;00.00.00;1,8;1239.0;66.0;7,4;872.0;104.0;985.0;99.0;1547.0;1250.0;14,8;54,7;0,9164;;;2004
2004-03-15;01.00.00;1,8;1239.0;73.0;6,9;853.0;106.0;1010.0;93.0;1543.0;1174.0;14,0;57,0;0,9094;;;2004
2004-03-15;02.00.00;1,8;1224.0;66.0;7,0;855.0;108.0;998.0;88.0;1566.0;1149.0;13,4;61,3;0,9361;;;2004
2004-03-15;03.00.00;1,1;1078.0;44.0;4,4;734.0;-200.0;1128.0;-200.0;1487.0;1021.0;12,6;63,5;0,9230;;;2004
2004-03-15;04.00.00;-200;1078.0;44.0;4,0;711.0;66.0;1150.0;71.0;1468.0;1013.0;12,3;65,4;0,9351;;;2004
2004-03-15;05.00.00;1;1075.0;39.0;3,9;703.0;88.0;1156.0;74.0;1464.0;1010.0;11,9;67,4;0,9375;;;2004
2004-03-15;06.00.00;1,4;1157.0;51.0;6,4;830.0;138.0;1030.0;80.0;1584.0;1083.0;11,4;70,5;0,9475;;;2004
2004-03-15;07.00.00;2,2;1314.0;107.0;9,7;966.0;228.0;897.0;89.0;1710.0;1235.0;11,3;70,2;0,9401;;;2004
2004-03-15;08.00.00;5,5;1797.0;336.0;25,9;1451.0;360.0;652.0;114.0;2323.0;1680.0;12,4;63,9;0,9170;;;2004
2004-03-15;09.00.00;8,1;1961.0;618.0;36,7;1701.0;478.0;537.0;149.0;2665.0;2184.0;14,8;54,3;0,9076;;;2004
2004-03-15;10.00.00;5,8;1771.0;438.0;26,6;1470.0;394.0;622.0;157.0;2262.0;1973.0;17,4;45,6;0,8993;;;2004
2004-03-15;11.00.00;4,2;1564.0;334.0;20,1;1300.0;319.0;710.0;155.0;2029.0;1798.0;19,8;38,5;0,8801;;;2004
2004-03-15;12.00.00;3,1;1430.0;221.0;14,1;1120.0;201.0;831.0;134.0;1783.0;1522.0;22,0;34,1;0,8904;;;2004
2004-03-15;13.00.00;2,9;1417.0;207.0;14,9;1146.0;171.0;830.0;119.0;1831.0;1404.0;23,3;32,2;0,9096;;;2004
2004-03-15;14.00.00;2,9;1400.0;191.0;15,4;1162.0;159.0;838.0;111.0;1829.0;1263.0;23,9;30,0;0,8757;;;2004
2004-03-15;15.00.00;2,5;1317.0;185.0;12,1;1053.0;153.0;926.0;104.0;1707.0;1137.0;24,4;28,9;0,8736;;;2004
2004-03-15;16.00.00;2,3;1318.0;141.0;11,5;1033.0;143.0;950.0;99.0;1675.0;1068.0;24,4;29,4;0,8848;;;2004
2004-03-15;17.00.00;2,8;1445.0;214.0;14,8;1141.0;156.0;857.0;110.0;1824.0;1252.0;23,8;31,3;0,9137;;;2004
2004-03-15;18.00.00;6,1;1917.0;471.0;32,1;1601.0;314.0;631.0;162.0;2447.0;1843.0;22,5;35,4;0,9547;;;2004
2004-03-15;19.00.00;8;2040.0;685.0;39,2;1754.0;404.0;542.0;187.0;2679.0;2122.0;20,4;42,5;1,0086;;;2004
2004-03-15;20.00.00;6,5;1895.0;538.0;31,0;1573.0;320.0;565.0;165.0;2443.0;1992.0;18,3;52,6;1,0945;;;2004
2004-03-15;21.00.00;4,2;1595.0;319.0;19,9;1294.0;256.0;678.0;145.0;2058.0;1707.0;16,7;57,4;1,0786;;;2004
2004-03-15;22.00.00;3,2;1439.0;224.0;15,3;1159.0;193.0;764.0;125.0;1856.0;1494.0;15,7;60,2;1,0654;;;2004
2004-03-15;23.00.00;1,4;1142.0;67.0;6,9;852.0;89.0;1008.0;101.0;1547.0;1164.0;15,3;61,4;1,0580;;;2004
2004-03-16;00.00.00;2,1;1304.0;155.0;11,1;1019.0;127.0;852.0;103.0;1731.0;1272.0;14,1;65,7;1,0494;;;2004
2004-03-16;01.00.00;1,2;1074.0;49.0;5,4;784.0;79.0;1098.0;88.0;1483.0;1040.0;14,8;60,6;1,0148;;;2004
2004-03-16;02.00.00;0,8;968.0;29.0;2,8;640.0;43.0;1320.0;61.0;1386.0;867.0;14,8;59,2;0,9879;;;2004
2004-03-16;03.00.00;0,7;929.0;25.0;2,3;608.0;-200.0;1376.0;-200.0;1364.0;826.0;13,6;62,1;0,9636;;;2004
2004-03-16;04.00.00;-200;941.0;25.0;2,6;626.0;59.0;1316.0;59.0;1373.0;840.0;12,3;66,2;0,9450;;;2004
2004-03-16;05.00.00;0,6;937.0;17.0;2,0;585.0;38.0;1412.0;52.0;1348.0;793.0;12,8;63,2;0,9283;;;2004
2004-03-16;06.00.00;0,9;1017.0;27.0;3,5;681.0;82.0;1246.0;64.0;1418.0;870.0;11,2;68,5;0,9081;;;2004
2004-03-16;07.00.00;1,3;1171.0;50.0;5,1;770.0;99.0;1162.0;70.0;1467.0;930.0;11,0;66,5;0,8705;;;2004
2004-03-16;08.00.00;3,4;1541.0;218.0;16,2;1185.0;263.0;770.0;97.0;1889.0;1407.0;11,7;63,7;0,8719;;;2004
2004-03-16;09.00.00;3,7;1539.0;285.0;19,7;1287.0;229.0;698.0;95.0;2055.0;1507.0;13,6;56,3;0,8743;;;2004
2004-03-16;10.00.00;5,3;1735.0;437.0;25,1;1431.0;396.0;628.0;150.0;2211.0;1843.0;17,8;42,9;0,8672;;;2004
2004-03-16;11.00.00;4,1;1571.0;327.0;20,0;1297.0;314.0;730.0;162.0;1973.0;1729.0;21,4;33,3;0,8417;;;2004
2004-03-16;12.00.00;3,3;1452.0;283.0;18,3;1250.0;217.0;776.0;154.0;1868.0;1583.0;24,4;27,4;0,8231;;;2004
2004-03-16;13.00.00;4;1579.0;366.0;22,3;1359.0;252.0;724.0;161.0;1998.0;1671.0;25,3;26,1;0,8264;;;2004
2004-03-16;14.00.00;3,8;1466.0;318.0;20,4;1309.0;263.0;773.0;161.0;1897.0;1491.0;25,8;23,2;0,7589;;;2004
2004-03-16;15.00.00;2,8;1280.0;228.0;14,6;1136.0;180.0;893.0;128.0;1675.0;1240.0;27,0;20,2;0,7094;;;2004
2004-03-16;16.00.00;2,9;1407.0;201.0;16,6;1197.0;184.0;905.0;129.0;1759.0;1313.0;28,2;18,6;0,7014;;;2004
2004-03-16;17.00.00;2,9;1389.0;199.0;15,8;1173.0;190.0;898.0;133.0;1739.0;1363.0;28,0;19,1;0,7098;;;2004
2004-03-16;18.00.00;3,4;1447.0;237.0;17,8;1235.0;184.0;859.0;139.0;1778.0;1296.0;23,9;25,7;0,7519;;;2004
2004-03-16;19.00.00;3,9;1551.0;261.0;19,1;1271.0;181.0;800.0;137.0;1875.0;1432.0;21,3;34,8;0,8730;;;2004
2004-03-16;20.00.00;3,2;1474.0;230.0;15,8;1173.0;166.0;854.0;143.0;1776.0;1432.0;20,4;36,7;0,8704;;;2004
2004-03-16;21.00.00;5,1;1800.0;349.0;24,9;1426.0;317.0;700.0;177.0;2106.0;2034.0;19,0;41,3;0,9007;;;2004
2004-03-16;22.00.00;2,6;1379.0;183.0;13,5;1101.0;184.0;818.0;138.0;1710.0;1602.0;17,9;45,9;0,9342;;;2004
2004-03-16;23.00.00;1,7;1201.0;88.0;9,1;943.0;130.0;935.0;117.0;1560.0;1362.0;16,7;48,9;0,9226;;;2004
2004-03-17;00.00.00;1,7;1205.0;85.0;8,6;925.0;132.0;922.0;107.0;1547.0;1314.0;15,5;52,9;0,9271;;;2004
2004-03-17;01.00.00;1,2;1072.0;47.0;5,4;784.0;95.0;1066.0;90.0;1442.0;1114.0;15,5;51,9;0,9059;;;2004
2004-03-17;02.00.00;0,9;998.0;34.0;4,1;714.0;70.0;1169.0;79.0;1383.0;992.0;14,1;55,6;0,8910;;;2004
2004-03-17;03.00.00;0,7;933.0;26.0;2,6;625.0;-200.0;1292.0;-200.0;1332.0;884.0;13,1;57,9;0,8666;;;2004
2004-03-17;04.00.00;-200;883.0;17.0;1,9;577.0;54.0;1396.0;60.0;1303.0;808.0;12,7;57,9;0,8447;;;2004
2004-03-17;05.00.00;0,5;869.0;11.0;1,6;554.0;28.0;1460.0;40.0;1268.0;667.0;11,8;58,0;0,8026;;;2004
2004-03-17;06.00.00;0,5;891.0;18.0;1,9;576.0;46.0;1417.0;53.0;1289.0;733.0;11,9;57,4;0,7978;;;2004
2004-03-17;07.00.00;1,6;1173.0;84.0;7,5;878.0;160.0;1038.0;84.0;1556.0;1052.0;9,9;65,2;0,7956;;;2004
2004-03-17;08.00.00;4,1;1587.0;260.0;21,4;1334.0;320.0;702.0;108.0;1999.0;1534.0;11,1;60,2;0,7958;;;2004
2004-03-17;09.00.00;6,6;1852.0;534.0;36,4;1696.0;377.0;553.0;127.0;2535.0;1931.0;14,1;50,0;0,8020;;;2004
2004-03-17;10.00.00;4,3;1522.0;368.0;21,3;1331.0;280.0;703.0;134.0;2026.0;1734.0;17,7;40,1;0,8048;;;2004
2004-03-17;11.00.00;2,9;1438.0;200.0;15,4;1161.0;221.0;819.0;135.0;1782.0;1595.0;21,1;33,4;0,8265;;;2004
2004-03-17;12.00.00;2,5;1393.0;145.0;12,5;1067.0;210.0;905.0;142.0;1654.0;1490.0;24,3;28,3;0,8471;;;2004
2004-03-17;13.00.00;2,8;1452.0;188.0;15,1;1152.0;204.0;861.0;153.0;1747.0;1508.0;25,6;25,6;0,8254;;;2004
2004-03-17;14.00.00;2,6;1389.0;152.0;13,7;1108.0;161.0;887.0;123.0;1712.0;1334.0;25,9;25,9;0,8503;;;2004
2004-03-17;15.00.00;2;1207.0;103.0;10,4;994.0;135.0;1013.0;104.0;1520.0;1045.0;26,8;18,7;0,6500;;;2004
2004-03-17;16.00.00;2,9;1365.0;193.0;15,2;1154.0;186.0;940.0;129.0;1679.0;1221.0;29,3;15,8;0,6309;;;2004
2004-03-17;17.00.00;2,5;1247.0;134.0;12,3;1060.0;147.0;1032.0;114.0;1525.0;1069.0;28,5;14,9;0,5708;;;2004
2004-03-17;18.00.00;5;1557.0;386.0;27,0;1478.0;299.0;793.0;158.0;1981.0;1569.0;25,9;16,0;0,5237;;;2004
2004-03-17;19.00.00;7,6;1973.0;577.0;38,4;1737.0;411.0;617.0;194.0;2414.0;2306.0;23,1;26,5;0,7403;;;2004
2004-03-17;20.00.00;6,7;1975.0;523.0;35,1;1667.0;347.0;597.0;182.0;2416.0;2359.0;20,5;38,2;0,9133;;;2004
2004-03-17;21.00.00;5,7;1795.0;472.0;27,2;1485.0;336.0;653.0;180.0;2174.0;2050.0;19,1;42,6;0,9294;;;2004
2004-03-17;22.00.00;2,8;1444.0;206.0;15,0;1150.0;202.0;770.0;136.0;1727.0;1727.0;17,2;44,1;0,8558;;;2004
2004-03-17;23.00.00;2,6;1488.0;216.0;15,7;1171.0;178.0;731.0;127.0;1778.0;1705.0;16,0;50,9;0,9206;;;2004
2004-03-18;00.00.00;2,3;1371.0;159.0;13,0;1083.0;154.0;796.0;116.0;1669.0;1551.0;14,8;53,9;0,9024;;;2004
2004-03-18;01.00.00;1,4;1161.0;70.0;8,1;904.0;92.0;947.0;107.0;1502.0;1240.0;14,3;55,4;0,8975;;;2004
2004-03-18;02.00.00;1;1064.0;44.0;5,5;787.0;61.0;1057.0;88.0;1407.0;1115.0;14,8;52,1;0,8686;;;2004
2004-03-18;03.00.00;0,7;970.0;42.0;3,6;687.0;-200.0;1196.0;-200.0;1351.0;969.0;13,9;53,9;0,8501;;;2004
2004-03-18;04.00.00;-200;954.0;28.0;2,9;645.0;60.0;1260.0;78.0;1334.0;925.0;11,6;61,9;0,8442;;;2004
2004-03-18;05.00.00;0,6;931.0;20.0;2,5;623.0;37.0;1293.0;57.0;1307.0;828.0;12,0;58,9;0,8233;;;2004
2004-03-18;06.00.00;0,7;938.0;26.0;3,0;650.0;68.0;1251.0;71.0;1333.0;893.0;10,9;62,1;0,8113;;;2004
2004-03-18;07.00.00;1,5;1166.0;78.0;7,7;885.0;139.0;1005.0;85.0;1551.0;1075.0;10,6;63,3;0,8067;;;2004
2004-03-18;08.00.00;4,7;1643.0;319.0;23,3;1384.0;339.0;667.0;124.0;2094.0;1610.0;11,5;60,0;0,8117;;;2004
2004-03-18;09.00.00;6,6;1934.0;506.0;35,8;1682.0;421.0;541.0;151.0;2468.0;2051.0;14,3;50,6;0,8186;;;2004
